subNum	 trialNo	 easySide	 targPresent	 targSide	 RT	accuracy
7	138	 L	1	 right	2.064	1
7	139	 R	0	 x	5.791	1
7	140	 L	0	 x	4.234	1
7	141	 L	1	 left	1.605	1
7	142	 R	0	 x	2.905	1
7	143	 R	0	 x	2.648	1
7	144	 L	0	 x	2.94	1
7	145	 R	0	 x	2.293	1
7	146	 R	1	 right	1.695	1
7	147	 L	1	 right	2.864	1
7	148	 R	1	 right	1.584	1
7	149	 R	0	 x	3.804	1
7	150	 L	1	 right	1.745	1
7	151	 R	0	 x	3.574	1
7	152	 R	1	 left	2.729	0
7	153	 R	0	 x	4.975	1
7	154	 L	1	 right	4.404	1
7	155	 R	0	 x	4.017	1
7	156	 R	0	 x	3.965	1
7	157	 R	0	 x	6.155	1
7	158	 R	1	 right	1.821	1
7	159	 R	0	 x	3.765	1
8	1	 R	1	 left	8.237	1
8	2	 R	1	 right	2.617	0
8	3	 R	1	 right	2.914	1
8	4	 R	1	 right	1.847	1
8	5	 R	1	 right	1.985	1
8	6	 R	0	 x	8.304	1
8	7	 L	1	 right	6.476	1
8	8	 R	1	 right	1.973	1
8	9	 R	0	 x	7.075	1
8	10	 R	0	 x	8.349	1
8	11	 R	1	 right	2.154	1
8	12	 L	1	 right	3.626	1
8	13	 R	1	 left	10.165	0
8	14	 R	0	 x	10.185	1
8	15	 L	1	 right	10.193	0
8	16	 L	1	 left	2.295	1
8	17	 R	0	 x	11.915	1
8	18	 L	1	 left	2.254	1
8	19	 R	0	 x	9.925	1
8	20	 R	0	 x	7.881	1
8	21	 L	0	 x	7.627	1
8	22	 R	1	 right	2.284	1
8	23	 R	0	 x	9.416	1
8	24	 R	1	 right	1.884	1
8	25	 R	0	 x	10.825	1
8	26	 L	1	 right	4.646	1
8	27	 R	1	 right	1.864	1
8	28	 R	1	 right	1.674	1
8	29	 R	1	 left	5.015	1
8	30	 R	0	 x	8.626	1
8	31	 R	0	 x	8.216	1
8	32	 R	0	 x	9.376	1
8	33	 L	0	 x	8.356	1
8	34	 R	0	 x	8.065	1
8	35	 L	1	 left	2.914	1
8	36	 R	1	 left	9.636	0
8	37	 L	1	 right	6.545	1
8	38	 L	0	 x	8.945	1
8	39	 R	1	 left	8.586	0
8	40	 L	1	 right	10.985	0
8	41	 R	0	 x	9.826	1
8	42	 R	1	 left	4.954	1
8	43	 L	0	 x	9.645	1
8	44	 R	0	 x	9.995	1
8	45	 L	0	 x	9.632	1
8	46	 R	1	 right	2.211	1
8	47	 R	0	 x	8.647	1
8	48	 L	0	 x	6.875	1
8	49	 L	0	 x	7.704	1
8	50	 R	0	 x	7.377	1
8	51	 L	0	 x	9.029	1
8	52	 R	1	 left	4.904	1
8	53	 R	1	 left	7.025	1
8	54	 L	0	 x	8.475	1
8	55	 L	0	 x	7.184	1
8	56	 L	1	 right	7.705	0
8	57	 R	0	 x	9.476	1
8	58	 L	0	 x	8.733	1
8	59	 L	1	 left	2.074	1
8	60	 R	0	 x	8.375	1
8	61	 L	0	 x	9.514	1
8	62	 L	1	 left	1.744	1
8	63	 R	0	 x	9.192	1
8	64	 R	0	 x	9.085	1
8	65	 R	0	 x	10.375	1
8	66	 R	1	 left	11.716	1
8	67	 L	1	 right	9.436	0
8	68	 R	0	 x	10.556	1
8	69	 L	0	 x	8.914	1
8	70	 L	1	 left	2.105	1
8	71	 L	0	 x	10.026	1
8	72	 R	0	 x	9.895	1
8	73	 R	0	 x	8.625	1
8	74	 R	0	 x	8.88	1
8	75	 L	0	 x	11.133	1
8	76	 L	1	 right	3.625	1
8	77	 R	0	 x	8.425	1
8	78	 R	0	 x	8.415	1
8	79	 L	0	 x	7.183	1
8	80	 R	0	 x	9.816	1
8	81	 L	1	 right	6.149	1
8	82	 L	1	 left	2.241	1
8	83	 R	1	 left	5.275	1
8	84	 L	1	 right	1.834	1
8	85	 R	1	 left	8.065	0
8	86	 L	1	 left	1.911	1
8	87	 L	0	 x	9.695	1
8	88	 R	1	 left	8.075	0
8	89	 L	0	 x	9.185	1
8	90	 R	0	 x	6.548	1
8	91	 L	0	 x	7.79	1
8	92	 L	1	 right	2.293	1
8	93	 R	0	 x	8.065	1
8	94	 L	1	 right	3.103	1
8	95	 R	0	 x	7.595	1
8	96	 R	1	 right	1.754	1
8	97	 L	1	 left	1.774	1
8	98	 R	1	 left	4.645	1
8	99	 R	1	 right	1.596	1
8	100	 R	1	 left	5.835	1
8	101	 L	1	 right	8.235	0
8	102	 R	1	 right	2.613	1
8	103	 L	1	 left	1.704	1
8	104	 L	1	 right	8.776	0
8	105	 L	1	 left	1.874	1
8	106	 L	1	 left	1.634	1
8	107	 L	0	 x	7.574	1
8	108	 L	0	 x	6.004	1
8	109	 R	1	 right	2.003	1
8	110	 L	0	 x	6.691	1
8	111	 R	0	 x	7.795	1
8	112	 R	1	 left	5.825	1
8	113	 L	0	 x	8.665	1
8	114	 L	1	 right	2.223	1
8	115	 R	1	 left	6.685	1
8	116	 L	1	 left	1.639	1
8	117	 R	1	 right	1.804	1
8	118	 L	0	 x	7.134	1
8	119	 L	1	 right	2.804	1
8	120	 L	1	 left	1.713	1
8	121	 R	0	 x	6.685	1
8	122	 R	0	 x	6.764	1
8	123	 L	0	 x	5.585	1
8	124	 L	0	 x	7.384	1
8	125	 R	0	 x	6.707	1
8	126	 L	0	 x	7.365	1
8	127	 R	0	 x	7.393	1
8	128	 L	1	 left	1.813	1
8	129	 R	0	 x	7.854	1
8	130	 L	0	 x	7.934	1
8	131	 L	1	 right	7.025	0
8	132	 L	1	 right	3.024	1
8	133	 L	1	 left	1.704	1
8	134	 R	1	 left	4.184	1
8	135	 R	0	 x	7.785	1
8	136	 L	0	 x	6.835	1
8	137	 L	0	 x	6.774	1
8	138	 L	1	 left	1.747	1
8	139	 L	0	 x	8.985	1
8	140	 R	1	 left	7.374	0
8	141	 L	0	 x	7.985	1
8	142	 R	1	 left	7.555	0
8	143	 L	0	 x	7.364	1
8	144	 R	1	 right	1.845	1
8	145	 R	1	 left	7.195	0
8	146	 R	0	 x	7.395	1
8	147	 L	0	 x	7.715	1
8	148	 L	0	 x	8.265	1
8	149	 L	1	 left	1.745	1
8	150	 L	1	 left	1.654	1
8	151	 R	1	 right	1.683	1
8	152	 R	0	 x	7.434	1
8	153	 L	0	 x	8.414	1
8	154	 L	1	 left	1.781	1
8	155	 L	1	 right	4.484	1
8	156	 R	0	 x	8.155	1
8	157	 L	0	 x	7.835	1
8	158	 R	0	 x	7.498	1
8	159	 R	1	 right	2.003	1
8	160	 L	1	 right	7.555	0
9	1	 L	0	 x	6.816	1
9	2	 L	0	 x	6.305	1
9	3	 R	0	 x	7.873	1
9	4	 L	0	 x	6.764	1
9	5	 R	1	 left	6.014	1
9	6	 R	1	 left	2.515	1
9	7	 R	1	 left	9.955	1
9	8	 L	0	 x	10.796	1
9	9	 L	0	 x	9.555	1
9	10	 L	1	 left	2.379	1
9	11	 L	0	 x	10.713	1
9	12	 L	1	 right	7.543	1
9	13	 R	1	 right	2.144	1
9	14	 R	0	 x	17.686	1
9	15	 R	1	 right	3.235	1
9	16	 L	0	 x	12.375	1
9	17	 R	1	 right	2.067	1
9	18	 L	1	 left	1.973	1
9	19	 L	0	 x	12.056	1
9	20	 L	1	 right	7.074	1
9	21	 R	1	 left	11.635	0
9	22	 L	1	 left	1.945	1
9	23	 L	0	 x	12.302	1
9	24	 R	0	 x	7.954	1
9	25	 L	0	 x	8.762	1
9	26	 L	0	 x	9.786	1
9	27	 R	1	 left	4.164	1
9	28	 L	0	 x	12.055	1
9	29	 R	0	 x	8.684	1
9	30	 R	0	 x	13.666	1
9	31	 R	1	 right	1.855	1
9	32	 L	0	 x	7.717	1
9	33	 R	1	 left	9.695	1
9	34	 L	1	 left	2.095	1
9	35	 L	0	 x	10.874	1
9	36	 R	0	 x	11.437	1
9	37	 R	1	 right	1.878	1
9	38	 R	1	 left	3.644	1
9	39	 L	0	 x	9.348	1
9	40	 L	0	 x	9.574	1
9	41	 R	1	 right	1.773	1
9	42	 L	0	 x	10.775	1
9	43	 R	0	 x	9.215	1
9	44	 R	0	 x	10.78	1
9	45	 R	1	 left	5.577	1
9	46	 R	0	 x	8.414	1
9	47	 L	1	 right	8.396	1
9	48	 R	0	 x	10.965	1
9	49	 R	1	 right	1.894	1
9	50	 R	1	 left	4.145	1
9	51	 R	1	 left	3.484	1
9	52	 L	0	 x	6.825	1
9	53	 L	1	 right	7.386	0
9	54	 R	1	 right	1.825	1
9	55	 L	0	 x	6.217	1
9	56	 R	0	 x	7.192	1
9	57	 L	1	 left	1.873	1
9	58	 L	1	 right	7.884	0
9	59	 R	1	 right	3.175	1
9	60	 L	0	 x	11.345	1
9	61	 R	0	 x	6.378	1
9	62	 L	1	 right	4.524	1
9	63	 L	1	 left	1.864	1
9	64	 R	0	 x	6.289	1
9	65	 R	0	 x	6.765	1
9	66	 R	0	 x	6.557	1
9	67	 R	1	 right	8.164	0
9	68	 R	1	 left	6.185	1
9	69	 R	0	 x	10.405	1
9	70	 L	1	 right	10.094	0
9	71	 R	1	 right	2.209	1
9	72	 R	1	 right	1.958	1
9	73	 L	0	 x	9.695	1
9	74	 L	0	 x	6.557	1
9	75	 L	1	 left	2.115	1
9	76	 R	0	 x	5.218	1
9	77	 R	0	 x	4.942	1
9	78	 R	0	 x	7.661	1
9	79	 R	1	 right	1.664	1
9	80	 R	0	 x	6.545	1
9	81	 R	0	 x	5.194	1
9	82	 L	1	 left	2.094	1
9	83	 R	0	 x	6.255	1
9	84	 R	1	 right	1.646	1
9	85	 L	1	 left	2.244	1
9	86	 R	0	 x	8.875	1
9	87	 L	0	 x	6.907	1
9	88	 L	1	 right	7.094	1
9	89	 R	1	 left	7.534	1
9	90	 L	1	 left	1.774	1
9	91	 L	1	 left	1.58	1
9	92	 R	0	 x	6.027	1
9	93	 R	0	 x	10.145	1
9	94	 L	1	 left	1.674	1
9	95	 R	1	 right	1.664	1
9	96	 L	0	 x	8.705	1
9	97	 R	1	 left	7.654	0
9	98	 R	0	 x	7.245	1
9	99	 L	0	 x	5.395	1
9	100	 R	1	 left	5.093	1
9	101	 L	1	 right	7.576	0
9	102	 R	1	 left	8.024	0
9	103	 R	0	 x	10.303	1
9	104	 R	0	 x	7.824	1
9	105	 L	1	 left	1.863	0
9	106	 R	0	 x	7.757	1
9	107	 L	0	 x	8.135	1
9	108	 R	1	 left	7.873	1
9	109	 L	0	 x	10.765	1
9	110	 L	1	 right	6.196	1
9	111	 R	1	 left	2.134	1
9	112	 L	1	 right	3.694	1
9	113	 R	0	 x	6.754	1
9	114	 R	0	 x	6.424	1
9	115	 L	1	 left	1.784	1
9	116	 R	0	 x	5.707	1
9	117	 L	1	 right	5.723	0
9	118	 L	1	 right	5.574	1
9	119	 L	1	 right	6.151	1
9	120	 L	0	 x	10.691	1
9	121	 R	0	 x	9.975	1
9	122	 R	0	 x	12.631	1
9	123	 R	0	 x	6.776	1
9	124	 R	0	 x	8.145	1
9	125	 L	1	 left	1.824	1
9	126	 R	1	 left	2.173	1
9	127	 L	1	 left	1.775	1
9	128	 L	1	 right	8.756	0
9	129	 R	0	 x	8.255	1
9	130	 R	0	 x	6.705	1
9	131	 R	1	 left	4.665	1
9	132	 L	1	 right	3.194	1
9	133	 R	1	 left	8.845	0
9	134	 L	0	 x	7.703	1
9	135	 L	1	 right	3.204	1
9	136	 R	0	 x	4.835	1
9	137	 R	1	 right	1.714	1
9	138	 R	1	 right	1.624	1
9	139	 L	1	 right	3.235	1
9	140	 R	0	 x	6.215	1
9	141	 L	0	 x	5.746	1
9	142	 L	0	 x	8.014	1
9	143	 L	0	 x	6.154	1
9	144	 L	1	 right	3.264	1
9	145	 L	1	 right	2.762	1
9	146	 L	0	 x	5.922	1
9	147	 R	0	 x	6.144	1
9	148	 L	0	 x	4.365	1
9	149	 R	1	 right	1.663	1
9	150	 L	1	 left	1.779	1
9	151	 L	1	 left	1.684	1
9	152	 L	0	 x	4.525	1
9	153	 L	1	 right	2.953	1
9	154	 L	0	 x	4.184	1
9	155	 R	0	 x	4.524	1
9	156	 L	0	 x	5.233	1
9	157	 R	0	 x	5.125	1
9	158	 L	1	 left	1.735	1
10	1	 L	0	 x	7.744	1
10	2	 L	1	 left	2.183	1
10	3	 R	0	 x	6.555	1
10	4	 R	0	 x	7.794	1
10	5	 L	0	 x	7.365	1
10	6	 L	0	 x	6.355	1
10	7	 L	1	 left	2.265	1
10	8	 L	1	 left	1.815	1
10	9	 L	1	 right	6.054	0
10	10	 R	0	 x	8.954	1
10	11	 L	0	 x	7.805	1
10	12	 L	1	 left	2.131	1
10	13	 R	1	 right	1.814	1
10	14	 L	1	 right	6.085	1
10	15	 R	1	 left	5.825	1
10	16	 R	0	 x	8.314	1
10	17	 R	0	 x	8.515	1
10	18	 R	0	 x	9.572	1
10	19	 R	0	 x	8.048	1
10	20	 L	1	 left	1.895	1
10	21	 R	0	 x	9.565	1
10	22	 L	0	 x	6.245	1
10	23	 L	0	 x	8.155	1
10	24	 R	1	 right	1.885	1
10	25	 R	1	 right	1.846	1
10	26	 L	1	 left	1.795	1
10	27	 R	1	 left	6.925	1
10	28	 R	0	 x	9.403	1
10	29	 L	1	 left	2.214	1
10	30	 L	0	 x	9.005	1
10	31	 R	1	 left	8.866	1
10	32	 L	1	 left	1.925	1
10	33	 R	1	 left	9.496	0
10	34	 R	1	 left	9.236	0
10	35	 L	0	 x	11.726	1
10	36	 L	1	 right	13.016	0
10	37	 L	1	 left	1.818	1
10	38	 L	0	 x	14.585	1
10	39	 R	0	 x	12.976	1
10	40	 R	1	 right	1.944	1
10	41	 L	0	 x	12.065	1
10	42	 R	0	 x	13.597	1
10	43	 L	1	 left	1.794	1
10	44	 R	0	 x	13.293	1
10	45	 R	0	 x	10.955	1
10	46	 L	0	 x	13.736	1
10	47	 R	0	 x	13.575	1
10	48	 R	1	 left	17.257	0
10	49	 R	1	 left	4.635	1
10	50	 L	0	 x	18.503	1
10	51	 R	0	 x	17.558	1
10	52	 R	0	 x	15.447	1
10	53	 L	1	 left	2.084	1
10	54	 R	1	 right	1.705	1
10	55	 R	1	 left	17.306	0
10	56	 L	1	 right	18.736	0
10	57	 L	0	 x	19.566	1
10	58	 L	1	 right	15.346	1
10	59	 L	1	 left	1.676	1
10	60	 R	0	 x	22.708	1
10	61	 L	0	 x	19.137	1
10	62	 R	0	 x	20.138	1
10	63	 R	0	 x	21.256	1
10	64	 L	1	 left	1.784	1
10	65	 R	1	 left	4.684	1
10	66	 R	1	 left	2.803	1
10	67	 L	1	 right	13.546	1
10	68	 R	1	 right	2.015	1
10	69	 R	0	 x	19.078	1
10	70	 L	0	 x	17.116	1
10	71	 R	1	 left	16.894	1
10	72	 L	0	 x	17.656	1
10	73	 R	0	 x	20.557	1
10	74	 R	1	 right	1.805	1
10	75	 L	1	 right	11.283	1
10	76	 R	0	 x	18.497	1
10	77	 L	1	 left	1.825	1
10	78	 L	1	 right	13.819	1
10	79	 L	0	 x	14.226	1
10	80	 L	0	 x	11.585	1
10	81	 L	0	 x	13.675	1
10	82	 L	1	 left	1.755	1
10	83	 L	1	 left	1.914	1
10	84	 L	1	 right	6.264	1
10	85	 R	1	 left	3.675	1
10	86	 L	1	 left	1.785	1
10	87	 R	1	 right	1.639	1
10	88	 R	0	 x	13.93	1
10	89	 R	0	 x	10.276	1
10	90	 R	1	 right	1.895	1
10	91	 L	1	 right	14.587	0
10	92	 R	0	 x	13.363	1
10	93	 L	0	 x	10.326	1
10	94	 R	1	 right	1.774	1
10	95	 R	1	 left	13.856	0
10	96	 L	1	 right	3.444	1
10	97	 L	0	 x	18.838	1
10	98	 R	0	 x	16.086	1
10	99	 R	0	 x	16.276	1
10	100	 R	1	 left	15.564	0
10	101	 R	0	 x	18.496	1
10	102	 L	0	 x	19.166	1
10	103	 R	1	 right	1.755	1
10	104	 L	1	 right	11.79	1
10	105	 R	0	 x	19.907	1
10	106	 L	1	 right	15.67	1
10	107	 R	1	 right	1.785	1
10	108	 L	0	 x	17.452	1
10	109	 R	1	 right	1.815	1
10	110	 R	1	 right	1.794	1
10	111	 R	0	 x	20.717	1
10	112	 R	0	 x	18.118	1
10	113	 R	0	 x	11.986	1
10	114	 L	0	 x	10.835	1
10	115	 L	1	 left	1.726	1
10	116	 R	1	 right	2.465	1
10	117	 L	0	 x	10.786	1
10	118	 R	1	 right	1.624	1
10	119	 R	1	 left	9.585	1
10	120	 L	1	 right	11.446	0
10	121	 L	0	 x	10.655	1
10	122	 R	0	 x	7.484	1
10	123	 R	1	 left	6.029	1
10	124	 R	1	 right	1.664	1
10	125	 R	1	 right	1.646	1
10	126	 L	0	 x	7.095	1
10	127	 L	1	 right	2.728	1
10	128	 L	0	 x	9.326	1
10	129	 L	0	 x	7.745	1
10	130	 L	1	 right	6.663	1
10	131	 L	1	 right	5.176	1
10	132	 L	0	 x	8.016	1
10	133	 L	1	 left	1.764	1
10	134	 R	1	 right	1.863	1
10	135	 R	1	 left	3.425	1
10	136	 L	1	 right	7.174	0
10	137	 L	0	 x	8.216	1
10	138	 L	0	 x	8.865	1
10	139	 L	1	 right	7.865	0
10	140	 R	0	 x	9.565	1
10	141	 R	0	 x	10.865	1
10	142	 R	0	 x	9.354	1
10	143	 R	0	 x	9.335	1
10	144	 L	0	 x	9.516	1
10	145	 L	0	 x	9.709	1
10	146	 L	0	 x	7.814	1
10	147	 R	1	 left	5.339	1
10	148	 L	1	 right	3.541	1
10	149	 R	0	 x	7.425	1
10	150	 R	1	 left	6.779	0
10	151	 R	0	 x	8.173	1
10	152	 L	1	 left	1.865	1
10	153	 R	0	 x	8.004	1
10	154	 L	0	 x	8.764	1
10	155	 R	1	 left	2.495	1
10	156	 R	0	 x	6.053	1
10	157	 R	0	 x	7.496	1
10	158	 R	0	 x	6.585	1
10	159	 L	0	 x	7.735	1
11	1	 R	1	 right	1.949	1
11	2	 L	0	 x	2.025	1
11	3	 R	0	 x	2.624	1
11	4	 R	1	 right	1.614	1
11	5	 R	1	 right	1.623	1
11	6	 R	0	 x	2.115	1
11	7	 L	0	 x	1.754	1
11	8	 R	0	 x	1.754	1
11	9	 R	1	 left	2.043	1
11	10	 R	0	 x	1.782	1
11	11	 L	1	 right	1.744	1
11	12	 L	1	 right	1.683	0
11	13	 R	0	 x	1.994	1
11	14	 R	0	 x	1.93	1
11	15	 R	0	 x	2.215	1
11	16	 R	0	 x	1.674	1
11	17	 L	1	 left	1.766	1
11	18	 R	1	 left	2.503	1
11	19	 L	0	 x	2.194	1
11	20	 L	1	 right	1.944	1
11	21	 R	1	 right	1.864	1
11	22	 R	0	 x	2.194	1
11	23	 R	0	 x	2.324	1
11	24	 R	0	 x	1.744	1
11	25	 L	1	 right	2.024	1
11	26	 L	1	 left	1.815	1
11	27	 R	0	 x	1.874	1
11	28	 R	0	 x	1.7	1
11	29	 R	1	 right	1.624	1
11	30	 L	0	 x	1.734	1
11	31	 L	1	 right	1.699	0
11	32	 L	1	 left	1.634	1
11	33	 R	0	 x	2.062	1
11	34	 L	1	 left	1.684	1
11	35	 R	0	 x	2.034	1
11	36	 L	1	 right	2.439	0
11	37	 L	0	 x	2.024	1
11	38	 L	1	 left	1.636	1
11	39	 R	1	 left	2.224	0
11	40	 L	0	 x	2.383	1
11	41	 R	0	 x	2.523	1
11	42	 L	1	 left	1.525	1
11	43	 R	1	 right	1.591	1
11	44	 L	0	 x	2.093	1
11	45	 L	0	 x	1.965	1
11	46	 L	1	 left	1.604	1
11	47	 R	0	 x	2.176	1
11	48	 R	1	 left	1.753	0
11	49	 R	1	 right	1.494	1
11	50	 R	1	 left	1.933	1
11	51	 R	1	 right	1.593	1
11	52	 L	0	 x	1.834	1
11	53	 R	0	 x	1.684	1
11	54	 R	1	 right	1.704	1
11	55	 L	1	 right	1.834	0
11	56	 R	1	 right	1.623	1
11	57	 R	0	 x	2.108	1
11	58	 R	1	 left	1.834	0
11	59	 L	0	 x	2.394	1
11	60	 L	0	 x	1.823	1
11	61	 R	1	 right	1.604	1
11	62	 R	0	 x	2.103	1
11	63	 L	1	 right	1.754	0
11	64	 L	0	 x	1.905	1
11	65	 R	0	 x	1.778	1
11	66	 L	1	 right	1.925	1
11	67	 L	0	 x	1.914	1
11	68	 L	1	 right	2.093	1
11	69	 L	0	 x	1.824	1
11	70	 R	1	 left	1.955	0
11	71	 R	1	 left	1.915	1
11	72	 L	0	 x	1.824	1
11	73	 R	0	 x	1.915	1
11	74	 R	0	 x	1.844	1
11	75	 R	0	 x	1.744	1
11	76	 L	1	 left	1.555	1
11	77	 R	1	 left	1.744	1
11	78	 R	1	 left	1.844	0
11	79	 R	1	 right	1.654	1
11	80	 L	1	 left	1.573	1
11	81	 R	1	 left	1.983	1
11	82	 L	1	 right	1.774	1
11	83	 L	0	 x	1.984	1
11	84	 R	0	 x	2.283	1
11	85	 L	1	 right	1.833	1
11	86	 L	0	 x	1.982	1
11	87	 R	1	 right	1.654	1
11	88	 R	1	 right	1.694	1
11	89	 L	1	 right	2.044	1
11	90	 R	0	 x	2.135	1
11	91	 R	0	 x	2.054	1
11	92	 R	1	 right	1.554	1
11	93	 R	1	 right	2.084	1
11	94	 R	0	 x	2.163	1
11	95	 R	0	 x	1.714	1
11	96	 L	1	 left	1.634	1
11	97	 L	0	 x	1.743	1
11	98	 L	1	 right	1.944	1
11	99	 L	0	 x	2.094	1
11	100	 L	0	 x	1.874	1
11	101	 R	1	 right	1.634	1
11	102	 L	0	 x	2.055	1
11	103	 R	0	 x	1.804	1
11	104	 R	0	 x	1.654	1
11	105	 L	1	 right	1.944	1
11	106	 L	0	 x	1.933	1
11	107	 L	0	 x	2.154	1
11	108	 R	0	 x	1.883	1
11	109	 R	1	 left	1.813	1
11	110	 L	1	 left	1.744	1
11	111	 L	0	 x	1.795	1
11	112	 R	1	 left	1.984	1
11	113	 L	1	 left	1.723	1
11	114	 L	0	 x	2.104	1
11	115	 R	0	 x	2.515	1
11	116	 L	1	 left	1.638	1
11	117	 L	1	 right	1.923	1
11	118	 R	0	 x	1.825	1
11	119	 L	1	 left	1.575	1
11	120	 L	0	 x	2.004	1
11	121	 R	0	 x	1.963	1
11	122	 L	0	 x	1.764	1
11	123	 R	0	 x	1.764	1
11	124	 R	1	 left	1.725	0
11	125	 L	1	 right	1.813	0
11	126	 L	1	 left	1.644	1
11	127	 R	0	 x	1.738	1
11	128	 L	0	 x	2.065	1
11	129	 L	1	 right	1.814	0
11	130	 R	0	 x	2.044	1
11	131	 L	0	 x	1.741	1
11	132	 R	1	 right	1.542	1
11	133	 R	0	 x	2.215	1
11	134	 R	0	 x	1.814	1
11	135	 R	0	 x	1.584	1
11	136	 R	1	 left	1.732	1
11	137	 L	1	 right	1.874	1
11	138	 L	0	 x	1.884	1
11	139	 R	1	 left	2.033	0
11	140	 L	0	 x	2.184	1
11	141	 L	1	 left	1.763	1
11	142	 R	1	 left	1.764	1
11	143	 L	1	 left	1.544	1
11	144	 L	1	 left	1.574	1
11	145	 L	0	 x	1.653	1
11	146	 L	0	 x	1.908	1
11	147	 R	1	 left	1.934	1
11	148	 L	0	 x	1.784	1
11	149	 L	1	 left	1.585	1
11	150	 L	0	 x	2.005	1
11	151	 R	1	 right	1.879	1
11	152	 L	0	 x	1.795	1
11	153	 R	0	 x	2.354	1
11	154	 L	1	 left	1.553	1
11	155	 R	1	 left	1.855	0
11	156	 L	0	 x	2.489	1
11	157	 R	0	 x	1.724	1
11	158	 R	1	 left	1.789	0
11	159	 L	1	 right	1.824	1
11	160	 L	1	 right	1.875	1
12	1	 R	0	 x	10.347	1
12	2	 R	0	 x	9.654	1
12	3	 R	0	 x	10.005	1
12	4	 L	1	 left	2.374	1
12	5	 R	1	 right	2.152	1
12	6	 R	1	 right	2.063	1
12	7	 R	1	 left	12.324	0
12	8	 L	1	 left	2.122	1
12	9	 L	0	 x	16.566	1
12	10	 L	0	 x	11.614	1
12	11	 R	1	 right	2.094	1
12	12	 L	1	 right	13.515	1
12	13	 L	1	 right	6.134	1
12	14	 R	1	 right	2.332	1
12	15	 L	0	 x	10.915	1
12	16	 R	0	 x	12.665	1
12	17	 L	0	 x	13.445	1
12	18	 L	1	 right	8.124	1
12	19	 L	0	 x	11.495	1
12	20	 L	0	 x	11.696	1
12	21	 R	1	 right	1.854	1
12	22	 R	1	 left	13.044	0
12	23	 R	1	 right	1.865	1
12	24	 R	0	 x	14.166	1
12	25	 L	1	 left	1.99	1
12	26	 L	1	 left	1.827	1
12	27	 R	0	 x	14.973	1
12	28	 R	0	 x	13.23	1
12	29	 R	1	 left	11.904	0
12	30	 L	1	 left	1.936	1
12	31	 R	1	 left	6.913	1
12	32	 L	0	 x	14.685	1
12	33	 L	1	 left	1.787	1
12	34	 L	1	 left	1.793	1
12	35	 L	1	 left	1.943	1
12	36	 L	0	 x	19.626	1
12	37	 R	0	 x	16.736	1
12	38	 L	0	 x	13.485	1
12	39	 L	1	 left	1.905	1
12	40	 L	0	 x	17.204	1
12	41	 R	1	 right	1.755	1
12	42	 R	1	 left	8.114	1
12	43	 R	0	 x	13.435	1
12	44	 R	0	 x	14.775	1
12	45	 L	1	 right	10.004	1
12	46	 L	0	 x	10.795	1
12	47	 R	0	 x	18.786	1
12	48	 R	0	 x	16.196	1
12	49	 L	1	 left	2.364	1
12	50	 L	1	 right	13.695	1
12	51	 R	0	 x	16.777	1
12	52	 R	0	 x	14.476	1
12	53	 L	1	 left	1.934	1
12	54	 L	1	 left	1.654	1
12	55	 L	0	 x	14.006	1
12	56	 L	1	 left	1.653	1
12	57	 L	0	 x	12.855	1
12	58	 L	0	 x	14.395	1
12	59	 R	1	 left	12.684	0
12	60	 L	1	 right	10.175	1
12	61	 R	1	 right	1.913	1
12	62	 R	0	 x	18.239	1
12	63	 L	0	 x	13.725	1
12	64	 R	0	 x	15.906	1
12	65	 R	1	 left	13.045	1
12	66	 R	0	 x	15.606	1
12	67	 R	1	 left	19.366	0
12	68	 R	0	 x	23.507	1
12	69	 R	1	 left	5.484	1
12	70	 L	1	 left	1.723	1
12	71	 L	1	 left	2.35	1
12	72	 L	0	 x	14.795	1
12	73	 L	0	 x	15.445	1
12	74	 L	0	 x	16.475	1
12	75	 L	1	 right	14.177	1
12	76	 L	0	 x	18.637	1
12	77	 R	0	 x	20.236	1
12	78	 L	1	 right	13.856	1
12	79	 R	1	 right	1.975	1
12	80	 R	0	 x	13.557	1
12	81	 R	0	 x	20.296	1
12	82	 R	0	 x	11.215	1
12	83	 R	0	 x	17.333	1
12	84	 R	1	 left	18.386	0
12	85	 L	0	 x	16.236	1
12	86	 L	1	 left	1.694	1
12	87	 R	0	 x	16.345	1
12	88	 R	1	 left	14.046	0
12	89	 L	1	 right	15.646	1
12	90	 R	0	 x	18.736	1
12	91	 R	0	 x	24.268	1
12	92	 L	1	 right	19.316	0
12	93	 L	1	 left	1.816	1
12	94	 R	1	 left	4.153	1
12	95	 L	0	 x	14.296	1
12	96	 L	0	 x	14.472	1
12	97	 L	0	 x	10.245	1
12	98	 L	0	 x	19.207	1
12	99	 L	1	 right	4.244	1
12	100	 R	0	 x	13.185	1
12	101	 L	1	 right	13.895	1
12	102	 L	1	 right	6.624	1
12	103	 R	1	 right	1.843	1
12	104	 R	0	 x	17.445	1
12	105	 R	0	 x	22.587	1
12	106	 R	1	 left	16.235	1
12	107	 R	0	 x	20.025	1
12	108	 R	1	 left	12.886	0
12	109	 L	0	 x	16.706	1
12	110	 L	1	 right	3.184	1
12	111	 R	1	 left	4.094	1
12	112	 R	1	 left	10.356	1
12	113	 L	0	 x	14.949	1
12	114	 R	0	 x	10.159	1
12	115	 R	0	 x	16.316	1
12	116	 R	1	 right	1.923	1
